SZ,VZ,VA,LAI,BRF_toc,BRF_toc(NIR),BRF_toa,LAD,NDVI
10,40,144,7,0.013099,0.151852,0.03188,3.4832,0.841177077
10,40,162,0.01,0.106752,0.176301,0.099364,0.004976,0.245710167
10,40,162,0.1,0.099809,0.176915,0.094465,0.04976,0.278638644
10,40,162,0.5,0.07535,0.176766,0.076383,0.2488,0.402259277
10,40,162,1,0.056649,0.174396,0.063043,0.4976,0.509627995
10,40,162,2,0.037517,0.171231,0.049226,0.9952,0.640552245
10,40,162,3,0.026947,0.170359,0.042291,1.4928,0.726850679
10,40,162,4,0.020591,0.166048,0.036894,1.9904,0.779349439
10,40,162,5,0.017256,0.159406,0.035258,2.488,0.804643896
10,40,162,6,0.01496,0.154704,0.033069,2.9856,0.823651452
10,40,162,7,0.013322,0.15109,0.031927,3.4832,0.837943702
10,40,180,0.01,0.105993,0.17458,0.098788,0.004976,0.244453315
10,40,180,0.1,0.098645,0.176251,0.093635,0.04976,0.282310401
10,40,180,0.5,0.075286,0.175574,0.076457,0.2488,0.399776768
10,40,180,1,0.056735,0.175988,0.0629,0.4976,0.512424642
10,40,180,2,0.03753,0.171662,0.049343,0.9952,0.641190868
10,40,180,3,0.027386,0.170027,0.042628,1.4928,0.7225512
10,40,180,4,0.021091,0.165175,0.037126,1.9904,0.773538917
10,40,180,5,0.017498,0.159999,0.035487,2.488,0.802836104
10,40,180,6,0.01479,0.155756,0.032914,2.9856,0.826557058
10,40,180,7,0.013391,0.150394,0.031924,3.4832,0.836480752
10,50,0,0.01,0.102964,0.176844,0.100565,0.004976,0.264038198
10,50,0,0.1,0.09666,0.179176,0.095918,0.04976,0.29914877
10,50,0,0.5,0.07304,0.178692,0.079199,0.2488,0.419700316
10,50,0,1,0.055128,0.183692,0.067231,0.4976,0.538330123
10,50,0,2,0.036859,0.184109,0.05392,0.9952,0.666386083
10,50,0,3,0.026863,0.187244,0.047968,1.4928,0.749069391
10,50,0,4,0.02116,0.185219,0.04269,1.9904,0.794940377
10,50,0,5,0.018183,0.186763,0.041153,2.488,0.822558137
10,50,0,6,0.016137,0.184224,0.039147,2.9856,0.838920748
10,50,0,7,0.014882,0.182553,0.038668,3.4832,0.849246587
10,50,18,0.01,0.096344,0.163919,0.096853,0.004976,0.259641209
10,50,18,0.1,0.088801,0.167785,0.091098,0.04976,0.307826616
10,50,18,0.5,0.067822,0.170648,0.075866,0.2488,0.431190506
10,50,18,1,0.051422,0.17553,0.065329,0.4976,0.54684691
10,50,18,2,0.033996,0.178714,0.051881,0.9952,0.680353533
10,50,18,3,0.025151,0.184245,0.046675,1.4928,0.759775736
10,50,18,4,0.019956,0.183457,0.041919,1.9904,0.803788352
10,50,18,5,0.017172,0.184411,0.040405,2.488,0.82962849
10,50,18,6,0.015174,0.182873,0.038669,2.9856,0.846763647
10,50,18,7,0.014278,0.18158,0.038393,3.4832,0.854200492
10,50,36,0.01,0.095383,0.16257,0.095595,0.004976,0.260462177
10,50,36,0.1,0.088863,0.165406,0.090278,0.04976,0.301031585
10,50,36,0.5,0.066656,0.168606,0.074894,0.2488,0.433346652
10,50,36,1,0.04972,0.174515,0.063808,0.4976,0.556536669
10,50,36,2,0.033425,0.17589,0.051296,0.9952,0.680624895
10,50,36,3,0.024659,0.180814,0.04587,1.4928,0.759978197
10,50,36,4,0.019516,0.179622,0.041138,1.9904,0.803995219
10,50,36,5,0.016624,0.180002,0.039825,2.488,0.830907408
10,50,36,6,0.015025,0.178762,0.038251,2.9856,0.844932839
10,50,36,7,0.013784,0.176539,0.037773,3.4832,0.855151506
10,50,54,0.01,0.094223,0.161369,0.094047,0.004976,0.262707753
10,50,54,0.1,0.087194,0.16451,0.088757,0.04976,0.307170327
10,50,54,0.5,0.066616,0.166651,0.074137,0.2488,0.428843343
10,50,54,1,0.049751,0.171125,0.062929,0.4976,0.549511943
10,50,54,2,0.033211,0.172373,0.050563,0.9952,0.676910655
10,50,54,3,0.023888,0.177562,0.044669,1.4928,0.762839414
10,50,54,4,0.018542,0.175774,0.04023,1.9904,0.80915622
10,50,54,5,0.016188,0.175739,0.039117,2.488,0.831310863
10,50,54,6,0.014528,0.176169,0.037354,2.9856,0.847632632
10,50,54,7,0.013167,0.1714,0.036761,3.4832,0.857320106
10,50,72,0.01,0.09291,0.15737,0.092879,0.004976,0.257551542
10,50,72,0.1,0.086812,0.16128,0.088255,0.04976,0.300162843
10,50,72,0.5,0.064549,0.164959,0.071909,0.2488,0.437501089
10,50,72,1,0.048689,0.168934,0.061229,0.4976,0.552538105
10,50,72,2,0.032053,0.170227,0.049107,0.9952,0.683082855
10,50,72,3,0.023526,0.173103,0.043803,1.4928,0.760706712
10,50,72,4,0.018214,0.172999,0.039401,1.9904,0.809489941
10,50,72,5,0.015424,0.171882,0.038246,2.488,0.835306931
10,50,72,6,0.013662,0.170691,0.036326,2.9856,0.851784349
10,50,72,7,0.012477,0.166507,0.035648,3.4832,0.860579717
10,50,90,0.01,0.092146,0.155668,0.091264,0.004976,0.256329344
10,50,90,0.1,0.084768,0.15744,0.086279,0.04976,0.300039635
10,50,90,0.5,0.064041,0.161534,0.070925,0.2488,0.432197717
10,50,90,1,0.048067,0.165726,0.06013,0.4976,0.55034075
10,50,90,2,0.031587,0.167538,0.048159,0.9952,0.682741996
10,50,90,3,0.022706,0.170766,0.042472,1.4928,0.765278697
10,50,90,4,0.017644,0.168943,0.038496,1.9904,0.810876428
10,50,90,5,0.014978,0.166553,0.03743,2.488,0.834981353
10,50,90,6,0.013199,0.166068,0.035437,2.9856,0.852744788
10,50,90,7,0.011937,0.161317,0.034598,3.4832,0.862202316
10,50,108,0.01,0.090091,0.151344,0.089407,0.004976,0.253703895
10,50,108,0.1,0.082855,0.153972,0.084502,0.04976,0.30029093
10,50,108,0.5,0.063046,0.158322,0.069607,0.2488,0.430396444
10,50,108,1,0.046511,0.162647,0.058864,0.4976,0.555254879
10,50,108,2,0.030469,0.165478,0.047145,0.9952,0.689007742
10,50,108,3,0.021859,0.167694,0.041558,1.4928,0.769362658
10,50,108,4,0.017344,0.165908,0.037775,1.9904,0.810708751
10,50,108,5,0.014811,0.162976,0.036763,2.488,0.833384893
10,50,108,6,0.012716,0.16185,0.034501,2.9856,0.854312982
10,50,108,7,0.011387,0.1567,0.033823,3.4832,0.86451064
10,50,126,0.01,0.090194,0.152668,0.088923,0.004976,0.257240738
10,50,126,0.1,0.083979,0.153751,0.084276,0.04976,0.293492618
10,50,126,0.5,0.0623,0.158365,0.068731,0.2488,0.435343167
10,50,126,1,0.046344,0.161022,0.058007,0.4976,0.553022193
10,50,126,2,0.029878,0.161916,0.046311,0.9952,0.688436552
10,50,126,3,0.021294,0.16536,0.040847,1.4928,0.771834517
10,50,126,4,0.016541,0.162556,0.03689,1.9904,0.815284455
10,50,126,5,0.01398,0.158904,0.035928,2.488,0.838273062
10,50,126,6,0.011925,0.158227,0.033642,2.9856,0.85983121
10,50,126,7,0.010883,0.152538,0.033031,3.4832,0.866810263
10,50,144,0.01,0.08843,0.149599,0.087608,0.004976,0.256981292
10,50,144,0.1,0.080868,0.150784,0.082204,0.04976,0.301814791
10,50,144,0.5,0.060866,0.155869,0.067599,0.2488,0.43833714
10,50,144,1,0.045065,0.159508,0.057087,0.4976,0.559423775
10,50,144,2,0.028825,0.161336,0.04532,0.9952,0.696835839
10,50,144,3,0.02067,0.163831,0.040237,1.4928,0.775936174
10,50,144,4,0.015729,0.161036,0.036062,1.9904,0.822034905
10,50,144,5,0.013273,0.157246,0.034968,2.488,0.844322334
10,50,144,6,0.011385,0.155509,0.03296,2.9856,0.863566096
10,50,144,7,0.01017,0.150482,0.032278,3.4832,0.873390932
10,50,162,0.01,0.089716,0.150087,0.088276,0.004976,0.25175248
10,50,162,0.1,0.083391,0.151806,0.083692,0.04976,0.290883812
10,50,162,0.5,0.061479,0.155578,0.068028,0.2488,0.43352207
10,50,162,1,0.045692,0.157433,0.057395,0.4976,0.550109538
10,50,162,2,0.028991,0.159756,0.045223,0.9952,0.692805713
10,50,162,3,0.020914,0.162969,0.040483,1.4928,0.772529271
10,50,162,4,0.015624,0.160872,0.036073,1.9904,0.822953495
10,50,162,5,0.013309,0.156865,0.034988,2.488,0.843583626
10,50,162,6,0.011393,0.153449,0.032921,2.9856,0.861770665
10,50,162,7,0.010153,0.14908,0.032152,3.4832,0.872476183
10,50,180,0.01,0.088854,0.148206,0.087741,0.004976,0.250366996
10,50,180,0.1,0.082044,0.150609,0.08291,0.04976,0.294709288
10,50,180,0.5,0.061655,0.154219,0.068327,0.2488,0.428787163
10,50,180,1,0.045729,0.159147,0.057098,0.4976,0.553593393
10,50,180,2,0.029403,0.160056,0.045361,0.9952,0.689610945
10,50,180,3,0.020744,0.162719,0.040108,1.4928,0.77386176
10,50,180,4,0.016157,0.159943,0.036037,1.9904,0.816501988
10,50,180,5,0.013316,0.156076,0.035184,2.488,0.84277888
10,50,180,6,0.011464,0.153431,0.03302,2.9856,0.86095394
10,50,180,7,0.010379,0.147907,0.032252,3.4832,0.868857637
10,60,0,0.01,0.080687,0.141012,0.088221,0.004976,0.272103167
10,60,0,0.1,0.074803,0.144533,0.0836,0.04976,0.317914068
10,60,0,0.5,0.054827,0.15259,0.06991,0.2488,0.471335522
10,60,0,1,0.040725,0.163277,0.061005,0.4976,0.600739208
10,60,0,2,0.026856,0.172203,0.05108,0.9952,0.730170452
10,60,0,3,0.020023,0.18034,0.047413,1.4928,0.800132759
10,60,0,4,0.015909,0.18119,0.043157,1.9904,0.838568435
10,60,0,5,0.01407,0.184328,0.042497,2.488,0.858163893
10,60,0,6,0.012767,0.182824,0.041039,2.9856,0.869452071
10,60,0,7,0.011987,0.183199,0.04095,3.4832,0.877173568
10,60,18,0.01,0.075149,0.132647,0.085164,0.004976,0.276704075
10,60,18,0.1,0.069556,0.137537,0.080683,0.04976,0.328263147
10,60,18,0.5,0.051745,0.147125,0.068184,0.2488,0.479609795
10,60,18,1,0.03875,0.158638,0.060363,0.4976,0.607372282
10,60,18,2,0.025322,0.168989,0.050122,0.9952,0.739366274
10,60,18,3,0.019153,0.178177,0.046638,1.4928,0.805878478
10,60,18,4,0.015364,0.180211,0.042692,1.9904,0.842883804
10,60,18,5,0.013488,0.18284,0.041951,2.488,0.862597286
10,60,18,6,0.01219,0.182112,0.040757,2.9856,0.874525224
10,60,18,7,0.011584,0.18241,0.04066,3.4832,0.880573626
10,60,36,0.01,0.074586,0.130077,0.084188,0.004976,0.271133522
10,60,36,0.1,0.069124,0.134761,0.079953,0.04976,0.321931481
10,60,36,0.5,0.050688,0.145131,0.067119,0.2488,0.482297428
10,60,36,1,0.037544,0.157387,0.059264,0.4976,0.614797031
10,60,36,2,0.024807,0.166838,0.049155,0.9952,0.741115083
10,60,36,3,0.018687,0.176869,0.045994,1.4928,0.808883389
10,60,36,4,0.014955,0.17769,0.042052,1.9904,0.844740325
10,60,36,5,0.013171,0.179206,0.041359,2.488,0.863070949
10,60,36,6,0.012071,0.178658,0.040444,2.9856,0.8734225
10,60,36,7,0.01133,0.177322,0.040191,3.4832,0.879884655
10,60,54,0.01,0.073613,0.128904,0.083202,0.004976,0.273019055
10,60,54,0.1,0.068055,0.134139,0.078186,0.04976,0.326834624
10,60,54,0.5,0.05034,0.143919,0.06678,0.2488,0.481722855
10,60,54,1,0.037155,0.154717,0.058483,0.4976,0.612710557
10,60,54,2,0.024517,0.163669,0.048554,0.9952,0.73943864
10,60,54,3,0.017982,0.172924,0.045236,1.4928,0.811614093
10,60,54,4,0.014207,0.174272,0.04171,1.9904,0.849245805
10,60,54,5,0.012674,0.175553,0.041052,2.488,0.865332816
10,60,54,6,0.011242,0.17682,0.039546,2.9856,0.880443683
10,60,54,7,0.010607,0.172924,0.039335,3.4832,0.884411898
10,60,72,0.01,0.072291,0.12567,0.081736,0.004976,0.269644021
10,60,72,0.1,0.067492,0.130297,0.077778,0.04976,0.317535353
10,60,72,0.5,0.048808,0.140914,0.064738,0.2488,0.485478753
10,60,72,1,0.035779,0.151503,0.056425,0.4976,0.617913094
10,60,72,2,0.023521,0.161399,0.047437,0.9952,0.745608912
10,60,72,3,0.017296,0.168956,0.043838,1.4928,0.814273135
10,60,72,4,0.013961,0.170848,0.041034,1.9904,0.848914284
10,60,72,5,0.01224,0.171615,0.040584,2.488,0.866851595
10,60,72,6,0.010831,0.171482,0.039006,2.9856,0.881182362
10,60,72,7,0.010203,0.16686,0.03841,3.4832,0.884752885
10,60,90,0.01,0.071154,0.123263,0.079931,0.004976,0.268026973
10,60,90,0.1,0.06516,0.12708,0.075995,0.04976,0.322097378
10,60,90,0.5,0.048036,0.138434,0.063711,0.2488,0.484785756
10,60,90,1,0.035808,0.148831,0.055828,0.4976,0.612129615
10,60,90,2,0.023098,0.158962,0.046436,0.9952,0.746259475
10,60,90,3,0.017076,0.166393,0.04307,1.4928,0.813854112
10,60,90,4,0.013297,0.167267,0.040043,1.9904,0.852717042
10,60,90,5,0.011714,0.166773,0.039589,2.488,0.868741141
10,60,90,6,0.010571,0.167143,0.038491,2.9856,0.881033571
10,60,90,7,0.009787,0.162028,0.037648,3.4832,0.886075139
10,60,108,0.01,0.068337,0.119232,0.078226,0.004976,0.271340147
10,60,108,0.1,0.063016,0.123062,0.074699,0.04976,0.322692634
10,60,108,0.5,0.046855,0.134037,0.062585,0.2488,0.481956084
10,60,108,1,0.033928,0.14484,0.054782,0.4976,0.620424237
10,60,108,2,0.021784,0.155436,0.045478,0.9952,0.754158673
10,60,108,3,0.016146,0.162711,0.042341,1.4928,0.81945353
10,60,108,4,0.012902,0.163708,0.039276,1.9904,0.853892758
10,60,108,5,0.011166,0.162244,0.039051,2.488,0.8712185
10,60,108,6,0.009779,0.162226,0.03736,2.9856,0.886294003
10,60,108,7,0.009031,0.157208,0.037346,3.4832,0.891349202
