SZ,VZ,VA,LAI,BRF_toc,BRF_toc(NIR),BRF_toa,LAD,NDVI
10,60,162,2,0.092805,0.275028,0.091377,2.628,0.495396009
10,60,162,3,0.090119,0.271748,0.089931,3.942,0.501921977
10,60,162,4,0.088896,0.26659,0.089174,5.256,0.499862161
10,60,162,5,0.08765,0.264179,0.088874,6.57,0.501746587
10,60,162,6,0.087448,0.263426,0.088229,7.884,0.501541864
10,60,180,0.01,0.173485,0.267077,0.146193,0.01314,0.21243775
10,60,180,0.1,0.159448,0.269862,0.136211,0.1314,0.257189444
10,60,180,0.5,0.124005,0.274929,0.110762,0.657,0.378318218
10,60,180,1,0.105099,0.277586,0.099706,1.314,0.450728406
10,60,180,2,0.09332,0.274313,0.09188,2.628,0.492319786
10,60,180,3,0.089536,0.270767,0.089653,3.942,0.502996089
10,60,180,4,0.088353,0.265426,0.088795,5.256,0.500518685
10,60,180,5,0.087684,0.263043,0.088714,6.57,0.49998717
10,60,180,6,0.087521,0.263588,0.0879,7.884,0.501459661
20,30,0,0.01,0.183778,0.280809,0.164382,0.01314,0.208854316
20,30,0,0.1,0.174188,0.285835,0.156512,0.1314,0.242698735
20,30,0,0.5,0.155119,0.304333,0.141413,0.657,0.324765155
20,30,0,1,0.147076,0.320175,0.134267,1.314,0.370462557
20,30,0,2,0.14339,0.338165,0.131067,2.628,0.404470933
20,30,0,3,0.141976,0.342914,0.129749,3.942,0.414399142
20,30,0,4,0.141517,0.348093,0.129088,5.256,0.421919487
20,30,0,5,0.141688,0.351074,0.128951,6.57,0.424923188
20,30,0,6,0.141446,0.353321,0.129329,7.884,0.428231875
